Data,Nº Nota Fiscal,Placa,Fornecedor,Km Inicial,Km Final,Km Total,Qtde. Litros,Média,Peso,Média Peso,Desconto,Valor Total,Centro de Custo,Plano de Contas
4/6/2025,,SOC-0G05,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,98839,99636,797,"300,00","2,66","0,00","0,00","R$ 0,00 ","R$ 1.767,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/7/2025,,PES-6F45,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1155060,1155060,0,"300,42","0,00","0,00","0,00","R$ 0,00 ","R$ 1.769,47 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/8/2025,,PFB-2A13,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1067158,1068084,926,"210,37","4,40","0,00","0,00","R$ 0,00 ","R$ 1.239,08 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/8/2025,,QIZ-3E10,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,571557,573845,2288,"673,63","3,40","0,00","0,00","R$ 33,68 ","R$ 3.846,43 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/8/2025,,SNO-6F99,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,146124,146983,859,"458,41","1,87","0,00","0,00","R$ 0,00 ","R$ 2.700,02 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/8/2025,,PES-6F45,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1155060,1155618,558,"300,00","1,86","0,00","0,00","R$ 30,00 ","R$ 1.737,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/10/2025,,SOC-0G05,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,99636,100208,572,"470,52","1,22","0,00","0,00","R$ 0,00 ","R$ 2.658,43 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/11/2025,,PES-6F45,J A SOBRAL & CIA LTDA,1155618,1156674,1056,"200,00","5,28","0,00","0,00","R$ 0,00 ","R$ 1.110,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/12/2025,,QIZ-3E10,ECO VIP COMERCIO DE COMBUSTIVEIS LTDA,573845,575535,1690,"300,00","5,63","0,00","0,00","R$ 0,00 ","R$ 1.707,02 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/12/2025,,SOC-0G05,J A SOBRAL & CIA LTDA,100208,101618,1410,"300,00","4,70","0,00","0,00","R$ 0,00 ","R$ 1.797,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/13/2025,,SNO-6F99,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,146983,148668,1685,"300,00","5,62","0,00","0,00","R$ 0,00 ","R$ 1.677,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/14/2025,,RCP-3F78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,492488,494806,2318,"200,00","11,59","0,00","0,00","R$ 0,00 ","R$ 1.138,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/14/2025,,QIZ-3E10,M. SAO JOAO COMERCIO DE COMBUSTIVEL LTDA,575535,576448,913,"500,00","1,83","0,00","0,00","R$ 0,00 ","R$ 2.840,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/15/2025,,PES-6F45,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1156674,1157342,668,"300,00","2,23","0,00","0,00","R$ 0,00 ","R$ 1.662,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/15/2025,,SNO-6F99,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,148668,149245,577,"300,01","1,92","0,00","0,00","R$ 0,00 ","R$ 1.662,04 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/16/2025,,SOC-0G05,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,101618,102383,765,"300,00","2,55","0,00","0,00","R$ 0,00 ","R$ 1.662,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/16/2025,,QIZ-3E10,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,576448,577267,819,"300,00","2,73","0,00","0,00","R$ 0,00 ","R$ 1.662,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/16/2025,,RCP-3F78,PARADA CERTA COMERCIO DE COMBUSTIVEIS LTDA,494806,495778,972,"202,73","4,79","0,00","0,00","R$ 0,00 ","R$ 1.145,42 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/17/2025,,SNO-6F99,M. SAO JOAO COMERCIO DE COMBUSTIVEL LTDA,149245,150059,814,"400,00","2,04","0,00","0,00","R$ 0,00 ","R$ 2.272,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/17/2025,,EGJ-4B71,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,2990,2990,0,"100,21","0,00","0,00","0,00","R$ 0,00 ","R$ 555,14 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/17/2025,,SOC-0G05,AUTO POSTO POLO LTDA,102383,103183,800,"100,00","8,00","0,00","0,00","R$ 0,00 ","R$ 589,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/19/2025,,QQN-8J78,J A D ARAUJO & CIA LTDA,613380,614474,1094,"502,30","2,18","0,00","0,00","R$ 0,00 ","R$ 2.807,88 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/20/2025,,QIZ-3E10,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,577267,577837,570,"200,00","2,85","0,00","0,00","R$ 0,00 ","R$ 1.108,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/21/2025,,SOC-0G05,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,103183,103513,330,"300,20","1,10","0,00","0,00","R$ 0,00 ","R$ 1.663,12 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/22/2025,,RCP-3F78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,495778,496362,584,"594,60","0,98","0,00","0,00","R$ 0,00 ","R$ 3.294,06 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/22/2025,,SNO-6F99,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,150059,150861,802,"300,00","2,67","0,00","0,00","R$ 0,00 ","R$ 1.662,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/23/2025,,SOC-0G05,AUTO POSTO POLO LTDA,103513,104313,800,"100,00","8,00","0,00","0,00","R$ 0,00 ","R$ 589,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/23/2025,,PES-6F45,AUTO POSTO POLO LTDA,1157342,1157928,586,"100,00","5,86","0,00","0,00","R$ 0,00 ","R$ 589,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/24/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,150861,151459,598,"300,00","1,99","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/24/2025,,SOC-0G05,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,104313,104619,306,"200,00","1,53","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/24/2025,,PES-6F45,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,1157928,1158263,335,"300,00","1,12","0,00","0,00","R$ 0,00 ","R$ 1.626,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/25/2025,,QIZ-3E10,M. SAO JOAO COMERCIO DE COMBUSTIVEL LTDA,577837,578598,761,"400,00","1,90","0,00","0,00","R$ 0,00 ","R$ 2.272,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/26/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,151459,152403,944,"660,88","1,43","0,00","0,00","R$ 0,00 ","R$ 3.562,15 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/26/2025,,RCP-3F78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,496362,498424,2062,"282,07","7,31","0,00","0,00","R$ 0,00 ","R$ 1.576,77 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/26/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,104619,104906,287,"501,75","0,57","0,00","0,00","R$ 0,00 ","R$ 2.704,43 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/26/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,104906,105619,713,"183,86","3,88","0,00","0,00","R$ 0,00 ","R$ 1.018,57 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/29/2025,,SNO-6F99,M. SAO JOAO COMERCIO DE COMBUSTIVEL LTDA,152403,154070,1667,"400,00","4,17","0,00","0,00","R$ 0,00 ","R$ 2.272,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/29/2025,,SOC-0G05,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,105619,107115,1496,"200,00","7,48","0,00","0,00","R$ 0,00 ","R$ 1.200,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/29/2025,,PES-6F45,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1158263,1158776,513,"200,00","2,57","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/30/2025,,QQN-8J78,F T DE SOUSA LTDA,614474,617266,2792,"200,00","13,96","0,00","0,00","R$ 0,00 ","R$ 1.190,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/30/2025,,QIZ-3E10,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,578598,579517,919,"466,82","1,97","0,00","0,00","R$ 0,00 ","R$ 2.516,16 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/30/2025,,RCP-3F78,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,498424,499846,1422,"588,65","2,42","0,00","0,00","R$ 0,00 ","R$ 3.172,82 ",COMBUSTIVEL ,DESP. PRODUCAO   
4/30/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,107115,107775,660,"200,00","3,30","0,00","0,00","R$ 0,00 ","R$ 1.106,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/1/2025,,QQN-8J78,IRMAOS VASCONCELOS LTDA,617266,617770,504,"453,98","1,11","0,00","0,00","R$ 0,00 ","R$ 2.515,05 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/1/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,154070,154786,716,"200,00","3,58","0,00","0,00","R$ 0,00 ","R$ 1.058,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/3/2025,,BAP-2G73,PARADA CERTA COMERCIO DE COMBUSTIVEIS LTDA,29511,29511,0,"100,00","0,00","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/3/2025,,SOC-0G05,GAM COMERCIO DE COMBUSTIVEIS LTDA,107775,108164,389,"300,00","1,30","0,00","0,00","R$ 0,00 ","R$ 1.737,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/3/2025,,QIZ-3E10,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,579517,581781,2264,"300,00","7,55","0,00","0,00","R$ 0,00 ","R$ 1.776,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/4/2025,,QQN-8J78,HD PETROLEO PERITORO LTDA,617770,619095,1325,"485,78","2,73","0,00","0,00","R$ 0,00 ","R$ 2.666,91 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/4/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,29511,29611,100,"633,31","0,16","0,00","0,00","R$ 0,00 ","R$ 3.350,19 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/4/2025,,QIZ-3E10,COMERCIO DE COMBUSTIVEIS JAQUEIRA LTDA,581781,582484,703,"400,00","1,76","0,00","0,00","R$ 0,00 ","R$ 2.204,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/5/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,108164,108744,580,"200,00","2,90","0,00","0,00","R$ 0,00 ","R$ 1.058,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/6/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,108744,109299,555,"300,00","1,85","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/6/2025,,QIZ-3E10,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,582484,583310,826,"300,00","2,75","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/7/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,29611,31189,1578,"300,00","5,26","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/7/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,109299,109857,558,"397,15","1,41","0,00","0,00","R$ 0,00 ","R$ 2.100,92 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/8/2025,,PES-6F45,AUTO POSTO QUATRO IRMAOS LTDA,1158776,1159348,572,"100,00","5,72","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/8/2025,,QIZ-3E10,AUTO POSTO QUATRO IRMAOS LTDA,583310,584390,1080,"300,00","3,60","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/8/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,31189,31772,583,"300,00","1,94","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/9/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,31772,32333,561,"300,00","1,87","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/9/2025,,QQN-8J78,PACHECO PETRO LTDA,619095,620519,1424,"150,00","9,49","0,00","0,00","R$ 0,00 ","R$ 858,01 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/11/2025,,SOC-0G05,NOVA ESCADA COMERCIAL DE COMBUSTIVEIS LTDA,109857,111389,1532,"549,38","2,79","0,00","0,00","R$ 0,00 ","R$ 2.950,15 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/12/2025,,QQN-8J78,HD PETROLEO CAXIAS LTDA,620519,620846,327,"481,59","0,68","0,00","0,00","R$ 0,00 ","R$ 2.643,93 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/13/2025,,QIZ-3E10,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,584390,586797,2407,"250,00","9,63","0,00","0,00","R$ 0,00 ","R$ 1.462,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/13/2025,,SNO-6F99,CEMOPEL CM PETROLEO LTDA,154786,154968,182,"300,00","0,61","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/14/2025,,SOC-0G05,CEMOPEL CM PETROLEO LTDA,113152,113440,288,"300,00","0,96","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/14/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,154968,155576,608,"300,00","2,03","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/14/2025,,SOC-0G05,AUTO POSTO POLO LTDA,111389,113152,1763,"100,00","17,63","0,00","0,00","R$ 0,00 ","R$ 559,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/14/2025,,QIZ-3E10,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,586797,587477,680,"100,00","6,80","0,00","0,00","R$ 0,00 ","R$ 541,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/14/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,32333,33980,1647,"300,00","5,49","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/15/2025,,PFB-2A13,POSTO SAO CRISTOVAO LTDA,1068084,1068950,866,"150,00","5,77","0,00","0,00","R$ 0,00 ","R$ 823,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/15/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,155576,155977,401,"200,00","2,01","0,00","0,00","R$ 0,00 ","R$ 1.058,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/15/2025,,RCP-3F78,AUTO POSTO QUATRO IRMAOS LTDA,499846,502400,2554,"250,00","10,22","0,00","0,00","R$ 0,00 ","R$ 1.372,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/15/2025,,BAP-2G73,AUTO POSTO QUATRO IRMAOS LTDA,33980,33988,8,"300,00","0,03","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/15/2025,,PEL-9J12,CEMOPEL CM PETROLEO LTDA,593951,593951,0,"250,00","0,00","0,00","0,00","R$ 0,00 ","R$ 1.372,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/16/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,155977,156529,552,"250,00","2,21","0,00","0,00","R$ 0,00 ","R$ 1.322,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/16/2025,,QIZ-3E10,M. SAO JOAO COMERCIO DE COMBUSTIVEL LTDA,587477,587671,194,"400,00","0,49","0,00","0,00","R$ 0,00 ","R$ 2.168,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/17/2025,,PFB-2A13,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1068950,1069334,384,"150,00","2,56","0,00","0,00","R$ 0,00 ","R$ 823,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/17/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,156529,156690,161,"376,20","0,43","0,00","0,00","R$ 0,00 ","R$ 1.990,07 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/17/2025,,RCP-3F78,J A D ARAUJO & CIA LTDA,502400,503036,636,"520,60","1,22","0,00","0,00","R$ 0,00 ","R$ 2.842,46 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/18/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,156690,157617,927,"309,66","2,99","0,00","0,00","R$ 0,00 ","R$ 1.700,03 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/19/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,33988,34629,641,"300,00","2,14","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/19/2025,,EGJ-4B71,CEMOPEL CM PETROLEO LTDA,6264,6264,0,"200,00","0,00","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/19/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,113440,114132,692,"500,00","1,38","0,00","0,00","R$ 0,00 ","R$ 2.645,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/19/2025,,QIZ-3E10,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,587671,588521,850,"577,12","1,47","0,00","0,00","R$ 0,00 ","R$ 3.052,96 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/20/2025,,QQN-8J78,HD PETROLEO CAXIAS LTDA,620846,622360,1514,"563,52","2,69","0,00","0,00","R$ 0,00 ","R$ 3.093,70 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/21/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,34629,35614,985,"300,00","3,28","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/21/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1069334,1070003,669,"240,00","2,79","0,00","0,00","R$ 0,00 ","R$ 1.293,60 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/22/2025,,SNO-6F99,POSTO DE COMBUSTIVEL ALTO DA SERRA LTDA,157617,158947,1330,"150,00","8,87","0,00","0,00","R$ 0,00 ","R$ 870,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/22/2025,,SOC-0G05,J A SOBRAL & CIA LTDA,114132,115593,1461,"300,00","4,87","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/22/2025,,SNO-6F99,J. H . COMBUSTIVEIS LTDA,158947,159232,285,"200,00","1,42","0,00","0,00","R$ 0,00 ","R$ 1.110,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/23/2025,,PFB-2A13,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1070003,1070805,802,"200,00","4,01","0,00","0,00","R$ 0,00 ","R$ 1.078,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/23/2025,,QIZ-3E10,AUTO POSTO POLO LTDA,588521,590364,1843,"100,00","18,43","0,00","0,00","R$ 0,00 ","R$ 559,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/23/2025,,SNO-6F99,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,159232,159490,258,"400,00","0,64","0,00","0,00","R$ 0,00 ","R$ 2.184,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/24/2025,,PES-6F45,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,1159348,1159488,140,"300,00","0,47","0,00","0,00","R$ 0,00 ","R$ 1.587,01 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/25/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,115593,116364,771,"562,55","1,37","0,00","0,00","R$ 0,00 ","R$ 2.975,89 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/26/2025,,QQN-8J78,IRMAOS VASCONCELOS LTDA,622360,623666,1306,"487,08","2,68","0,00","0,00","R$ 0,00 ","R$ 2.654,59 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/26/2025,,EGJ-4B71,AUTO POSTO QUATRO IRMAOS LTDA,6264,6673,409,"100,00","4,09","0,00","0,00","R$ 0,00 ","R$ 539,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/26/2025,,BAP-2G73,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,35614,36333,719,"300,00","2,40","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/26/2025,,QIZ-3E10,POSTO IPIRANGAO LTDA,590364,590715,351,"500,00","0,70","0,00","0,00","R$ 0,00 ","R$ 2.645,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/27/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,159490,160479,989,"300,00","3,30","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/27/2025,,PFB-2A13,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1070805,1071267,462,"161,12","2,87","0,00","0,00","R$ 0,00 ","R$ 852,32 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/27/2025,,EGJ-4B71,CEMOPEL CM PETROLEO LTDA,6673,6899,226,"100,00","2,26","0,00","0,00","R$ 0,00 ","R$ 539,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/27/2025,,PES-6F45,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,1159488,1160078,590,"300,00","1,97","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/28/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,160479,161036,557,"300,00","1,86","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/28/2025,,EGJ-4B71,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,6899,7223,324,"100,00","3,24","0,00","0,00","R$ 0,00 ","R$ 539,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/28/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,116364,117909,1545,"547,05","2,82","0,00","0,00","R$ 0,00 ","R$ 2.893,89 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/28/2025,,PFB-2A13,INVESTGAS LOCACAO E INVESTIMENTO LIMITADA,1071267,1072212,945,"100,00","9,45","0,00","0,00","R$ 0,00 ","R$ 539,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/29/2025,,BAP-2G73,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,36333,37315,982,"300,00","3,27","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/29/2025,,EGJ-4B71,HILTON PINHEIRO DANTAS & CIA LTDA,7223,7707,484,"100,12","4,83","0,00","0,00","R$ 0,00 ","R$ 599,72 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/29/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,161036,161429,393,"459,72","0,85","0,00","0,00","R$ 0,00 ","R$ 2.431,93 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/29/2025,,QIZ-3E10,POSTO IPIRANGAO LTDA,590715,591866,1151,"300,00","3,84","0,00","0,00","R$ 0,00 ","R$ 1.587,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/29/2025,,RCP-3F78,POSTO 13 PETROLEO LTDA,503036,505121,2085,"200,00","10,43","0,00","0,00","R$ 0,00 ","R$ 1.158,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/30/2025,,SNO-6F99,J. H . COMBUSTIVEIS LTDA,161429,162534,1105,"388,00","2,85","0,00","0,00","R$ 0,00 ","R$ 2.153,42 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/30/2025,,PFB-2A13,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1072212,1072552,340,"225,74","1,51","0,00","0,00","R$ 0,00 ","R$ 1.216,74 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/30/2025,,QQN-8J78,POSTO LEAO LTDA,623666,625277,1611,"551,11","2,92","0,00","0,00","R$ 0,00 ","R$ 2.915,37 ",COMBUSTIVEL ,DESP. PRODUCAO   
5/31/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1160078,1160751,673,"300,00","2,24","0,00","0,00","R$ 0,00 ","R$ 1.575,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
6/1/2025,,SNO-6F99,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,162534,163752,1218,"150,00","8,12","0,00","0,00","R$ 0,00 ","R$ 862,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
