Data,Nº Nota Fiscal,Placa,Fornecedor,Km Inicial,Km Final,Km Total,Qtde. Litros,Média,Peso,Média Peso,Desconto,Valor Total,Centro de Custo,Plano de Contas
7/16/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,132826,133068,242,"250,00","0,97","0,00","0,00","R$ 0,00 ","R$ 1.337,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/16/2025,,QIZ-3E10,POSTO ROTA BARCELONA LTDA,601020,601590,570,"571,84","1,00","0,00","0,00","R$ 0,00 ","R$ 3.139,39 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/16/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,179844,180398,554,"300,10","1,85","0,00","0,00","R$ 0,00 ","R$ 1.647,56 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/16/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1084541,1084931,390,"211,39","1,84","0,00","0,00","R$ 0,00 ","R$ 1.160,53 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/17/2025,,PES-6F45,AUTO POSTO POLO LTDA,1169470,1170878,1408,"200,00","7,04","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/18/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,180398,180950,552,"486,35","1,13","0,00","0,00","R$ 0,00 ","R$ 2.670,07 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/18/2025,,RCP-3F78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,515449,516737,1288,"200,00","6,44","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/18/2025,,QQN-8J78,ON REDE DE POSTOS LTDA,637238,638229,991,"530,00","1,87","0,00","0,00","R$ 74,71 ","R$ 2.994,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/18/2025,,PES-6F45,AUTO POSTO POLO LTDA,1170878,1171440,562,"150,00","3,75","0,00","0,00","R$ 0,00 ","R$ 823,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/18/2025,,EGJ-4B71,CEMOPEL CM PETROLEO LTDA,11487,11966,479,"253,48","1,89","0,00","0,00","R$ 0,00 ","R$ 1.391,61 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/19/2025,,PFB-2A13,EDU PETRO COMBUSTIVEIS LTDA,1084931,1085692,761,"50,00","15,22","0,00","0,00","R$ 0,00 ","R$ 314,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/20/2025,,QQN-8J78,ON REDE DE POSTOS LTDA,638229,639425,1196,"505,00","2,37","0,00","0,00","R$ 70,71 ","R$ 2.853,26 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/21/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1085692,1085900,208,"200,00","1,04","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/21/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,180950,182055,1105,"505,01","2,19","0,00","0,00","R$ 0,00 ","R$ 2.772,49 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/21/2025,,RCP-3F78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,516737,516981,244,"487,85","0,50","0,00","0,00","R$ 19,53 ","R$ 2.658,79 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/21/2025,,QIZ-3E10,POSTO IPIRANGAO LTDA,601590,603273,1683,"300,00","5,61","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/22/2025,,QIZ-3E10,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,603273,603872,599,"545,72","1,10","0,00","0,00","R$ 0,00 ","R$ 2.996,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/22/2025,,EGJ-4B71,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,67,67,0,"100,00","0,00","0,00","0,00","R$ 0,00 ","R$ 549,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/22/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1085900,1085940,40,"43,43","0,92","0,00","0,00","R$ 0,00 ","R$ 238,43 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/22/2025,,SOC-0G05,GAM COMERCIO DE COMBUSTIVEIS LTDA,133068,133537,469,"300,00","1,56","0,00","0,00","R$ 0,00 ","R$ 1.677,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/23/2025,,PES-6F45,POSTO IPIRANGAO LTDA,1171440,1171953,513,"300,00","1,71","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/24/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1085940,1086480,540,"166,20","3,25","0,00","0,00","R$ 0,00 ","R$ 912,44 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/24/2025,,QQN-8J78,HD PETROLEO LAGOA LTDA,639425,640688,1263,"250,00","5,05","0,00","0,00","R$ 0,00 ","R$ 1.387,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/25/2025,,PES-6F45,AUTO POSTO POLO LTDA,1171953,1172750,797,"300,00","2,66","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/26/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,182055,182960,905,"387,00","2,34","0,00","0,00","R$ 0,00 ","R$ 2.124,63 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/26/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,182960,183887,927,"297,00","3,12","0,00","0,00","R$ 0,00 ","R$ 1.651,34 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/26/2025,,QQN-8J78,POSTO DO SERTAO CUSTODIA LTDA,640688,641467,779,"200,00","3,89","0,00","0,00","R$ 0,00 ","R$ 1.080,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/28/2025,,PES-6F45,AUTO POSTO POLO LTDA,1172750,1173311,561,"295,64","1,90","0,00","0,00","R$ 0,00 ","R$ 1.623,06 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/28/2025,,QIZ-3E10,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,603872,605636,1764,"594,00","2,97","0,00","0,00","R$ 0,00 ","R$ 3.261,07 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/29/2025,,SOC-0G05,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,133537,134193,656,"200,00","3,28","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/29/2025,,SNO-6F99,POSTO SAO ROQUE CERRADAO LTDA,183887,184949,1062,"200,00","5,31","0,00","0,00","R$ 0,00 ","R$ 1.188,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/30/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,184949,185544,595,"500,00","1,19","0,00","0,00","R$ 0,00 ","R$ 2.780,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/30/2025,,PES-6F45,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,1173311,1174250,939,"300,10","3,13","0,00","0,00","R$ 0,00 ","R$ 1.677,53 ",COMBUSTIVEL ,DESP. PRODUCAO   
7/31/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,185544,186477,933,"530,29","1,76","0,00","0,00","R$ 0,00 ","R$ 2.964,33 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/1/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1086480,1087281,801,"200,00","4,01","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/1/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1174250,1174803,553,"300,00","1,84","0,00","0,00","R$ 0,00 ","R$ 1.677,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/1/2025,,SOC-0G05,CEMOPEL CM PETROLEO LTDA,134193,134749,556,"200,00","2,78","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/2/2025,,QIZ-3E10,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,605636,607352,1716,"300,00","5,72","0,00","0,00","R$ 0,00 ","R$ 1.677,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/4/2025,,QIZ-3E10,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,607352,607914,562,"527,66","1,07","0,00","0,00","R$ 0,00 ","R$ 2.949,62 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/4/2025,,EGJ-4B71,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,67,541,474,"181,56","2,61","0,00","0,00","R$ 0,00 ","R$ 1.014,92 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/4/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,134749,134875,126,"448,52","0,28","0,00","0,00","R$ 0,00 ","R$ 2.507,23 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/4/2025,,SNO-6F99,ALTO POSTO PASSA E FICA LTDA,186477,187049,572,"200,03","2,86","0,00","0,00","R$ 0,00 ","R$ 1.090,16 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/4/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1174803,1175371,568,"474,15","1,20","0,00","0,00","R$ 0,00 ","R$ 2.650,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/5/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,134875,135600,725,"187,32","3,87","0,00","0,00","R$ 0,00 ","R$ 1.030,26 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/6/2025,,SNO-6F99,ALTO POSTO PASSA E FICA LTDA,187049,187923,874,"508,00","1,72","0,00","0,00","R$ 0,00 ","R$ 2.768,60 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/6/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1087281,1087937,656,"230,77","2,84","0,00","0,00","R$ 0,00 ","R$ 1.290,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/7/2025,,SOC-0G05,POEIRAO MEGA POSTO DE COMBUSTIVEIS LTDA,135600,137109,1509,"200,00","7,55","0,00","0,00","R$ 0,00 ","R$ 1.188,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/7/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,187923,188435,512,"276,87","1,85","0,00","0,00","R$ 0,00 ","R$ 1.520,04 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/8/2025,,QIZ-3E10,VILA DE GOIANA COMERCIO DE COMBUSTIVEIS LTDA,607914,609635,1721,"581,00","2,96","0,00","0,00","R$ 0,00 ","R$ 3.236,17 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/8/2025,,PEL-9J12,CEMOPEL CM PETROLEO LTDA,600641,602384,1743,"200,00","8,72","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/8/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,137109,137773,664,"576,12","1,15","0,00","0,00","R$ 0,00 ","R$ 3.162,90 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/9/2025,,SNO-6F99,NOVA CANDEIAS COMERCIO DE COMBUSTIVEL LTDA,188435,189155,720,"245,96","2,93","0,00","0,00","R$ 0,00 ","R$ 1.345,42 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/10/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,189155,189467,312,"106,06","2,94","0,00","0,00","R$ 0,00 ","R$ 600,28 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/11/2025,,QIZ-3E10,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,609635,611417,1782,"300,00","5,94","0,00","0,00","R$ 0,00 ","R$ 1.647,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/12/2025,,EGJ-4B71,POSTO SAO CRISTOVAO LTDA,541,1329,788,"150,00","5,25","0,00","0,00","R$ 0,00 ","R$ 838,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/12/2025,,RCP-3F78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,516981,519065,2084,"200,00","10,42","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/12/2025,,SOC-0G05,REDE JG MAC COMERCIO DE COMBUSTIVEIS LTDA,137773,139245,1472,"100,00","14,72","0,00","0,00","R$ 0,00 ","R$ 569,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/12/2025,,SOC-0G05,M. SAO JOAO COMERCIO DE COMBUSTIVEL LTDA,139245,139417,172,"150,00","1,15","0,00","0,00","R$ 0,00 ","R$ 849,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/12/2025,,SNO-6F99,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,189467,191122,1655,"500,00","3,31","0,00","0,00","R$ 0,00 ","R$ 2.830,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/13/2025,,QIZ-3E10,GAM COMERCIO DE COMBUSTIVEIS LTDA,611417,612357,940,"300,00","3,13","0,00","0,00","R$ 0,00 ","R$ 1.677,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/13/2025,,SOC-0G05,W.S. COMERCIO DE DERIVADO DE PETROLEO E LUBRIFICANTES LTDA,139417,139739,322,"300,00","1,07","0,00","0,00","R$ 0,00 ","R$ 1.722,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/14/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,139739,140249,510,"427,38","1,19","0,00","0,00","R$ 0,00 ","R$ 2.324,95 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/15/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,140249,140969,720,"176,34","4,08","0,00","0,00","R$ 0,00 ","R$ 968,08 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/17/2025,,SOC-0G05,REDE DOM PEDRO DE POSTOS LTDA.,140969,142386,1417,"200,00","7,09","0,00","0,00","R$ 0,00 ","R$ 1.178,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/17/2025,,SNO-6F99,ALTO POSTO PASSA E FICA LTDA,192238,192500,262,"590,54","0,44","0,00","0,00","R$ 0,00 ","R$ 3.212,54 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/17/2025,,QIZ-3E10,ECO POSTO VITORIA COMERCIO DE COMBUSTIVEIS LTDA,612357,613097,740,"534,68","1,38","0,00","0,00","R$ 0,00 ","R$ 2.935,39 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/17/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS CAAPORA LTDA,191122,192238,1116,"250,00","4,46","0,00","0,00","R$ 0,00 ","R$ 1.392,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/18/2025,,PFB-2A13,CEMOPEL CM PETROLEO LTDA,1087937,1088695,758,"100,00","7,58","0,00","0,00","R$ 0,00 ","R$ 559,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/18/2025,,RCP-3F78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,519065,519429,364,"200,00","1,82","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/18/2025,,SOC-0G05,TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA,142386,143145,759,"578,92","1,31","0,00","0,00","R$ 0,00 ","R$ 3.155,10 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/19/2025,,PFB-2A13,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,1088695,1088767,72,"100,00","0,72","0,00","0,00","R$ 0,00 ","R$ 544,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/19/2025,,SNO-6F99,ALTO POSTO PASSA E FICA LTDA,192500,193430,930,"490,07","1,90","0,00","0,00","R$ 0,00 ","R$ 2.665,98 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/19/2025,,QIZ-3E10,HD PETROLEO CAXIAS LTDA,613097,614443,1346,"509,00","2,64","0,00","0,00","R$ 0,00 ","R$ 2.794,43 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/20/2025,,RCP-3F78,ALBUQUERQUE PNEUS LTDA,519429,520675,1246,"100,00","12,46","0,00","0,00","R$ 0,00 ","R$ 559,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/20/2025,,SNO-6F99,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,193430,193912,482,"245,40","1,96","0,00","0,00","R$ 0,00 ","R$ 1.334,98 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/21/2025,,RCP-3F78,AUTO POSTO ALVARES E DUTRA COMERCIO DE COMBUSTIVEIS LTDA,520675,520793,118,"200,00","0,59","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/21/2025,,QIZ-3E10,AUTO POSTO DE COMBUSTIVEIS CAAPORA LTDA,614443,615799,1356,"380,41","3,56","0,00","0,00","R$ 0,00 ","R$ 2.118,86 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/22/2025,,SOC-0G05,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,143145,144116,971,"437,49","2,22","0,00","0,00","R$ 0,00 ","R$ 2.379,95 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/23/2025,,SNO-6F99,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,193912,195284,1372,"300,00","4,57","0,00","0,00","R$ 0,00 ","R$ 1.632,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/23/2025,,PEL-9J12,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,602384,602784,400,"300,00","1,33","0,00","0,00","R$ 0,00 ","R$ 1.632,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/23/2025,,SOC-0G05,RPMP COMERCIO DE COMBUSTIVEIS LTDA,144116,144836,720,"173,14","4,16","0,00","0,00","R$ 0,00 ","R$ 962,68 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/24/2025,,QQN-8J78,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,641467,643935,2468,"461,24","5,35","0,00","0,00","R$ 0,00 ","R$ 2.509,15 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/24/2025,,PFB-2A13,AUTO POSTO DE COMBUSTIVEIS RIBEIRAO LTDA,1088767,1089340,573,"223,01","2,57","0,00","0,00","R$ 0,00 ","R$ 1.213,17 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/25/2025,,EGJ-4B71,CEMOPEL CM PETROLEO LTDA,1329,1949,620,"225,87","2,74","0,00","0,00","R$ 0,00 ","R$ 1.262,61 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/25/2025,,RCP-3F78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,520793,521598,805,"200,00","4,03","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/25/2025,,QIZ-3E10,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,615799,617520,1721,"100,00","17,21","0,00","0,00","R$ 0,00 ","R$ 559,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/26/2025,,SOC-0G05,BAHIA PIAUI COMBUSTIVEIS LTDA,144836,146411,1575,"400,00","3,94","0,00","0,00","R$ 88,00 ","R$ 2.348,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/26/2025,,PES-6F45,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1175371,1177410,2039,"100,00","20,39","0,00","0,00","R$ 0,00 ","R$ 559,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/26/2025,,QQN-8J78,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,643935,644942,1007,"441,08","2,28","0,00","0,00","R$ 0,00 ","R$ 2.465,65 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/27/2025,,SOC-0G05,BRAND PETROLEO LTDA,146411,146986,575,"360,84","1,59","0,00","0,00","R$ 0,00 ","R$ 2.024,31 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/27/2025,,RCP-3F78,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,521598,522523,925,"200,00","4,63","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/28/2025,,PFB-2A13,REDE DE POSTOS PRESIDENTE LTDA,1089340,1090075,735,"100,00","7,35","0,00","0,00","R$ 0,00 ","R$ 599,03 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/28/2025,,PFB-2A13,DIESEL DISTRIBUIDORA E SERVICOS LTDA,1090075,1090522,447,"50,00","8,94","0,00","0,00","R$ 0,00 ","R$ 310,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/28/2025,,QIZ-3E10,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,617520,617802,282,"200,00","1,41","0,00","0,00","R$ 0,00 ","R$ 1.118,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/28/2025,,QQN-8J78,POSTO DE COMBUSTIVEL ALTO DA SERRA LTDA,644942,646339,1397,"200,00","6,99","0,00","0,00","R$ 0,00 ","R$ 1.196,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/28/2025,,SOC-0G05,SOBRAL & PALACIO PETROLEO LTDA,146986,148000,1014,"492,04","2,06","0,00","0,00","R$ 0,00 ","R$ 2.676,68 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/29/2025,,EGJ-4B71,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,1949,2928,979,"248,05","3,95","0,00","0,00","R$ 0,00 ","R$ 1.361,79 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/29/2025,,QQN-8J78,GF COMERCIO DE DERIVADOS DE PETROLEO LTDA,646339,646657,318,"465,38","0,68","0,00","0,00","R$ 0,00 ","R$ 2.601,50 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/30/2025,,PEL-9J12,VILA JARDIM COMERCIO DE COMBUSTIVEL LTDA,602784,603340,556,"200,00","2,78","0,00","0,00","R$ 0,00 ","R$ 1.098,00 ",COMBUSTIVEL ,DESP. PRODUCAO   
8/30/2025,,PES-6F45,MARIAH COMERCIO DE COMBUSTIVEIS LTDA,1177410,1177668,258,"605,08","0,43","0,00","0,00","R$ 0,00 ","R$ 3.261,38 ",COMBUSTIVEL ,DESP. PRODUCAO   
